Company_issue_count,TRANS.Company
1,"Atkins & Ogle Law Offices, LC"
1,"Atlantis Financial Group, Inc"
1,"Atlantis National Services, Inc."
1,Atlas Acquisitions LLC
1,Audubon Holdings Group
1,Auto One Acceptance LLC
1,"Automotive Services Finance, Inc."
1,"Avid Acceptance, LLC"
1,Awar Holding Inc.
1,"Axis Financial Services, Inc."
1,B&F Finance Corp.
1,BCA Financial Services (New Jersey)
1,"BRite Financial Services, Inc."
1,"BTS Motors, LLC"
1,Baker Recovery Services
1,"Balekian Hayes, PLLC"
1,"Ballato Law Firm, P.C."
1,Barton Creek Auto Credit  LLC
1,Bay Valley Mortgage Group
1,"Bayfield Financial, LLC"
1,"Bayshore Mortgage Funding, LLC"
1,Bayview Solutions LLC
1,Berco Finance Corp
1,Best Capital Funding
1,Beyer Financial Corporation
1,"Bifulco and Associates, P.C."
1,"Bilateral Credit Corp, LLC"
1,"Blackwell, Burns & Pratt"
1,"Bon Terre Credit, LLC"
1,Bond Corporation
1,Bonded Collections of Rice Lake Inc
1,Booth & McCarthy
1,"Borns & Steele, P.C."
1,"BorrowersFirst, Inc."
1,Boulder Lending Group
1,Brady Distributing Company
1,Brandywine Professional Services
1,"Breit Law Office, P.C."
1,"Brelvis Consulting, LLC"
1,"Brian A. Blitz, P.A."
1,Brownâs New Credit Bureau Inc.
1,"Buckles & Buckles, P.L.C."
1,"Buckley Madole, P.C."
1,Bureau of Medical Economics of Santa Clara County
1,Burke Costanza & Carberry LLP
1,"Burns & Carlisle, Inc."
1,"Business Starters, Inc"
1,"C & A Mortgage Services of Florence, Inc."
1,"C&H INVESTMENTS, INC."
1,CAP Management Company
1,"CAPITAL RESOURCE MANAGEMENT, INC."
1,"CARS Acquisition, LLC"
1,CARVANT FINANCIAL LLC
1,CASH IN A FLASH INC
1,"CBA of GA, Inc."
1,CBV Collection Services Ltd.
1,"CFAM Financial Services, LLC"
1,"CFS2, Inc."
1,CGB Agri Financial Services
1,"CHECK COLLECTION OF AMERICA, INC."
1,"CLAYTON AUTOS, INC"
1,CLS Mortgage
1,"CREDIT ASSOCIATES, INC. (OR)"
1,"CREDIT BUREAU OF LANCASTER & PALMDALE, A CORPORATION"
1,CRL Home Loans
1,CalCon Mutual Mortgage LLC
1,Caliber Funding LLC
1,"Capital Benefit, Inc."
1,"Capital Collections, LLC"
1,Capital Servicing Group
1,"Car Credit Finance, LLC"
1,Care Cash Express LLC
1,"Caroline Peters Belsom, Attorney at Law, LLC"
1,"Carpenter, Hazlewood, Delgado & Bolen, PLC"
1,Cash-Installment LLC
1,"Cashco Financial Services, Inc"
1,Cavalier Mortgage Group
1,"Celentano, Stadtmauer & Walentowicz, LLP"
1,"Central Kentucky Management Services, Inc"
1,"Central Professional Services, Inc."
1,"Century Financial Services, Inc."
1,Charlottesville Settlement Company
1,Chrome Capital Group LLC
1,"City First Mortgage Services, LLC."
1,Cleveland Home Title Agency
1,"Cliff's Finance Co., Inc."
1,"Clifton Mortgage Services, LLC"
1,Coast Collection Agency Inc
1,Coast to Coast Commercial Collection
1,Coconut Point Finance
1,Collaborative Resolution Group
1,"Collection Management Services, Inc."
1,Collection Specialists
1,"Collection at Law, Inc. A.P.C."
1,College Assist
1,Commercial Credit Counseling Services Inc.
1,Community Home Lending
1,Computer Sciences Corporation
1,"Consider It Collected, LLC"
1,Consolidated Information Services
1,"Consumer Attorneys of America, P.A."
1,"Consumer Credit Counseling Service of the Midwest, Inc."
1,"Consumer Education Services, Inc."
1,Consumer Receivables Management LLC
1,"Continental Currency Services, Inc."
1,"Continental Title Holding Co., Inc."
1,Cordoba & Associates
1,Cornerstone Home Mortgage
1,Counselors Title LLC
1,"Credit Adjustment, Inc"
1,Credit Bureau Central Inc (MS)
1,Credit Bureau Services Inc.
1,Credit Bureau of Connecticut
1,"Credit Bureau of Farmington, Inc"
1,"Credit Bureau of Jonesboro, Inc."
1,"Credit Bureau of Marianna, Inc"
1,"Credit Bureau of Traverse City, Inc."
1,Credit Bureau of Twin Falls Inc
1,"Credit Center, LLC"
1,"Credit Concepts, Inc."
1,"Credit Resolutions, LLC"
1,Credit Restoration of Texas
1,"Credit Service of Central Washington, Inc."
1,"Credit Shop, Incorporated"
1,Credit Solutions LLC
1,"Creditors' Protection Service, Inc."
1,Crossman Portfolio Management
1,"Crystal Motorsports, LLC"
1,Cumulus Funding LLC
1,Cypress Collections
1,"DCI Credit Services, Inc."
1,"DFI Funding, Inc."
1,DLG LLC
1,DMA Financial Corp.
1,"DPL Associates, Ltd."
1,"DRIVEiT Holdings, Inc."
1,"DSW Mortgage, Inc."
1,"Daiyaan, Inc"
1,"Dakota Bluff Financial, LLC"
1,"Dana & Pariser Co.,L.P.A."
1,"Dant-Pacific, Ltd"
1,"David B. Schumacher, P.C."
1,David Deep Law Offices
1,DeGrasse & Rolnick
1,"DeWitt Mortgage Services and Property Management, LLC"
1,"Del Toro Loan Servicing, Inc"
1,"Demorest Group, LLC"
1,Developer's Mortgage Company
1,"DiRecManagement, Inc."
1,"Dickinson Financial, LLC"
1,"Direct Lending Group, Inc"
1,"Dobberstein Law Firm, LLC"
1,"Doberman Credit & Collection Consultants, LLC"
1,Dominion Residential Mortgage
1,Doral Capital Corporation
1,"Dorough & Dorough, LLC"
1,"Douglas, Knight & Associates, Inc."
1,"Drake, Meyers, & Associates"
1,"Drew Eckl & Farnham, LLP"
1,Dynamic Dedicated Financial Partnerships
1,"Dynamic Strategies, Inc"
1,"E Z CASH OF DELAWARE, INC."
1,"EBA,LLC"
1,"ERNST, ARTMANN AND ASSOCIATES, INC."
1,"EZ Loans, Inc."
1,"Easy Money Group Acquisition Co, LLC"
1,Edward F Bukaty III
1,"Elite Financial Services, Inc"
1,Elsea Financial Services Inc.
1,Embassy Loans
1,"Emmett L. Goodman, Jr., LLC"
1,"Empire Financial Services, Inc"
1,"Empire Home Mortgage, Inc"
1,Endpoint Resolution Services (ERS)
1,Envios de Valores La Nacional Corp.
1,"Ernst, Ernst & Artmann, Inc."
1,Ethos Lending LLC
1,Evergreen Moneysource Mortgage Company
1,"Evesham Mortgage, LLC"
1,"Executive Acquisitions Group, LLC"
1,"Executive Lending Group, LLC"
1,"FALONI & ASSOCIATES, LLC"
1,"FAN Distributing, LLC"
1,"FC Lending, LTD"
1,"FCC Finance, LLC"
1,"FCN Catalogue & Equipment, Inc."
1,FHC Mortgage
1,FINANCIAL INSIGHT
1,"FIRST CONSUMER, LLC"
1,"FMK Credit Education Center, INC"
1,FRIC HOLDING CORPORATION
1,Fairway Consumer Discount Company
1,Federated Mortgage Corp.
1,Fidelity Funding Mortgage Corp.
1,"Finance System of Richmond, Inc."
1,"Financial Rescue, LLC"
1,Financial Services of America
1,"Financial Services of Mississippi, Inc."
1,"Fink & McGregor Mortgage, LC"
1,First Centennial Mortgage Corporation
1,First Class Autos Inc
1,First Collections Inc
1,First Commonwealth Mortgage Corp.
1,"First County Mortgage, LLC"
1,"First Liberty Financial Group, LLC"
1,First Midwest Financial
1,"First Texas Auto Credit, Inc."
1,"FirstLine Financial, Inc."
1,"Flangas Law Firm, LTD"
1,"Flat Branch Mortgage, Inc."
1,Florida Equity Capital
1,Foreman Financial Inc.
1,Forest Recovery Services LLC
1,Former Homeward Residential Portal
1,"Fortune Financial, Inc."
1,Franklin Cohen and Allbright Arbitrations LLC
1,Franklin Loan Corporation
1,Freeborn & Peters LLP
1,Friendly Finance Discount Corporation
1,"Full Service Mortgage Group, LLC"
1,"G.R.S Holdings, Inc"
1,GLFinancial Services LLC
1,GMH Associates Inc.
1,GREATER SUBURBAN ACCEPTANCE CORPORATION
1,GSI  Recovery LLC
1,"GUARDIAN CAPITAL MANAGEMENT HAWAII, LLC"
1,"Galin Mortgage Lending, LLC"
1,"Garden State Check Cashing Service, Inc."
1,Garrison Law Office L.L.C.
1,"GenEquity Mortgage, Inc"
1,General Acceptance LLC
1,General Credit Service Inc.
1,"Genesis Credit Management, LLC"
1,"Global Equity Finance, Inc."
1,"Globe Loan Company of Moultrie, Georgia, Inc"
1,"Golden Empire Mortgage, Inc."
1,Golden State Collections LLC
1,Golden Title Loans LLC
1,"Goldman, Imani & Goldberg, Inc"
1,"Grace Recovery Services, Inc."
1,"Granite Creditors Service, Inc."
1,"Granite Law Group, PLLC"
1,"Grassland Financial Services, LLC"
1,"GreenPath, Inc."
1,"Greenback Recovery Group, LLC"
1,"Greeneville Collection Service, Inc."
1,Greenlight Financial
1,"Greentree Mortgage Company, LP"
1,"Gulf Atlantic Funding Group, Inc."
1,"H & S Financial, Inc."
1,HAC Holding Inc.
1,"HJ Ventures, LLC"
1,"Haase and Long, Inc."
1,"Haines & Krieger, LLC"
1,Harris Beach PLLC
1,"Harrison Financial, LLC"
1,Hawaii Mortgage Experts
1,"Hawthorn Recovery Services, Inc."
1,Headwaters Financial Corp.
1,"Hellmuth & Johnson, PLLC"
1,"Hello Digit, Inc"
1,High Performance Capital
1,"Hilco Receivables, LLC"
1,Hileman & Associates PC
1,Hirshberg Acceptance Corporation
1,"Hoenig & Barham, Attorneys at Law"
1,HomeQuest Mortgage Corporation
1,"Homeowner's Mortgage of America, Inc."
1,"Homeowners Financial Group USA, LLC"
1,Hometown Equity Mortgage
1,"Hometown Mortgage Services, Inc."
1,"Hood & Stacy, P.A."
1,House of Finance Corp.
1,"Houston Home Loan, Inc."
1,Houstonian Mortgage Group Inc
1,"Hunt Leibert Jacobson, P.C."
1,"I. C. Unlimited, Inc."
1,"IMC Capital, LLC"
1,INTERFIRST LENDING CORPORATION
1,IPAC'S Inc.
1,"Ideal Lending Solutions, Inc."
1,"Ignite Revenue, Inc."
1,"Ikon Financial Group, LLC"
1,Illinois Lending Corporation
1,Innovative Credit Solutions
1,Innovative Strategic Solutions LLC
1,Integra Holdings Inc.
1,Integrity First Lending LLC
1,"InterCambio Express, Inc."
1,Investigation & Recovery Assoc. LLC
1,"Irongate Home Finance, LLC"
1,Ivan Brown
1,J Martinez Investments LLC
1,"J&H Systems, LLC"
1,J. B. Collections
1,J. Scott Watson
1,"JKS Mortgage, LLC"
1,JLM R.E. Investments
1,"JMS Associates, Inc."
1,JOSEPH R. HARRISON CO. LPA
1,"JP Development, Inc."
1,Jackson Automotive Resources
1,"Jayandbee, Inc."
1,Jefferson Title Corporation
1,Jenka Group Inc
1,"Johnson Mortgage Company, LLC"
1,"Johnson, Blumberg & Associates, LLC"
1,"Jonathan C. Frank & Associates, LLC"
1,"Jonsue, LLC"
1,Jvs group
1,K Rockford LLC
1,"KAHRS LAW OFFICES, PA"
1,Kauntey Mediation Services LLC
1,"Keaveney Legal Group, LLC"
1,Kentucky Housing Corporation
1,Kevin A. Stevens
1,"Key Financial Services, LLC"
1,Key Mortgage Services
1,Kingston Mediation Services
1,Kirkland Financial LLC
1,"Kirschbaum, Nanney, Keenan & Griffin, P.A."
1,Kwik Mortgage Corporation
1,"Kwikcash, Inc."
1,L. Blake Morris
1,L2C
1,"LA Financial Services, Inc."
1,LANIER COLLECTIONS AGENCY AND SERVICES INC
1,LAW OFFICES OF MICHAEL K. SIPES
1,LAW OFFICES OF STEPHEN A. BROWN
1,"LPH, Inc."
1,Lafayette General Medical Center
1,"Lakeland West Capital, LLC"
1,Lakeview Mortgage Inc.
1,"Lansing Professional Business Bureau,Inc"
1,"Latham, Wagner, Steele & Lehman, P.C."
1,Law Office of Alisa Richman
1,Law Offices of Donald R Conrad P.C.
1,"Law Offices of Erik Graeff, PC"
1,Law Offices of Gary H. Kreppel P.C.
1,Law Offices of Goldsmith & Hull A.P.C.
1,Law Offices of Sarah A Ponath LLC
1,"Law Offices of Snyder & Associates, LLC"
1,Law Offices of Vincent J. Buzek
1,Leaders Financial Company
1,Leading Mortgage Solutions
1,Legal Recovery Specialists LLC
1,"Lending Hand Mortgage, LLC"
1,Liberty Capital Services LLC
1,Lighthouse Mortgage Company Inc
1,"Lighthouse Realty & Mortgage, Inc"
1,Lincoln Mortgage Company
1,"Lipsky & Associates, Inc"
1,"Locate Source America, LLC"
1,"Los Angeles Collection Service, Inc."
1,Lowcountry Credit Inc.
1,"Lowther Johnson Attorneys at Law, LLC"
1,"Luper Neidenthal & Logan, A Legal Professional Association"
1,"Lyons Mortgage Services, Inc"
1,"M. Richard Epps, P.C."
1,"MAC5 Mortgage, Inc."
1,"MDE Home Loans, LLC"
1,MEMA CORP
1,"MFG FINANCIAL, INC."
1,"MM Finance, LLC"
1,MRS Collections LLC
1,"Madison Management Services, LLC"
1,Magnum Association Services
1,"Magnus Title Agency, LLC"
1,"Manor Resources, LLC"
1,Manufacturers Acceptance Corp.
1,Marel Consultants Inc
1,Mark A. Leachman P.C.
1,"Market Mortgage Co., Ltd."
1,Market Place Mortgage Corp.
1,"Marsh Associates, Inc."
1,Maryville Collection Service Incorporated
1,Mason-McDuffie Mortgage Corporation
1,Massachusetts Housing Finance Agency
1,"Maximum Title Loans, LLC"
1,McGlone Mortgage Company
1,Medical Debt Management
1,Medical Services Inc
1,"Merrick, Costello & Walsh, LLC."
1,"Merriman Investments, LLC"
1,"Mesce Associates, Inc."
1,"Metro Area Collection Service, Inc."
1,Metro Capital Mortgage Corporation
1,"Metro Denver Title, LLC"
1,"Mezzetti Financial Services, Inc."
1,Michael Wayne Investment
1,"Michaels, Louis & Associates, Inc."
1,"Miciul & Associates, LLC"
1,"Mid-American Financial Group, Inc"
1,"Midwest Bankers Mortgage Services, Inc"
1,Midwest Mortgage Investments LTD
1,Millenium Home Mortgage
1,Millennium Credit Consultants Inc.
1,Minnesota Office of Higher Education
1,Missouri Loan Center LLC
1,Modern Finance Company
1,"Money Transfer Systems, Inc."
1,"Montage Mortgage, LLC"
1,Montgomery & Meyers P.A. Corporation
1,Montgomery County Credit Bureau
1,Mortgage 1 Incorporated
1,Mortgage Corporation of the South
1,Mortgage Master Service Corp
1,Mortgage South of Tennessee Inc.
1,Mortgage Unlimited L.L.C.
1,MyCRD
1,N A Nationwide Mortgage
1,"NDS, LLC."
1,NE PROCESSING LLC
1,"NJ Automotive Accounts Management Co, Inc."
1,"NRG STX Properties, LLC"
1,NSH Partnership
1,"Nair & Levin, P.C."
1,National Capital Solutions
1,National Foreclosure Rescue Center
1,National Home Buyerâs Alliance
1,"National Medical Administrators, Inc"
1,"National Recovery Service, Inc."
1,"National Screening Bureau, LLC"
1,Navigant Cymetrix Healthcare
1,Neighborhood Title Loans I
1,Neil Huffman Automobiles Inc.
1,"Network Services, Inc"
1,Nevada State Bank
1,"New Cornerstone Mortgage, LLC"
1,"New Horizons Finance Company, Inc"
1,"New Southern Loans, Inc"
1,"New World Collection, Inc."
1,"Newman & Marquez, P.A."
1,Nexgen Services Inc
1,Niagara Credit Recovery
1,"North American Collectors, Inc."
1,"North American Service Company, Inc."
1,"North Georgia Regional Collection Agency, Inc."
1,Northern Credit Bureau
1,Northland Healthcare Alliance
1,"O.D. REI, Inc"
1,ONTARIO AUTO LENDING
1,"ONY GLO, INC."
1,"ONYX Lending, LLC"
1,"OPES Advisors, Inc."
1,"Oasis Legal Finance Holding Company, LLC"
1,"Old Dominion Mortgage Co., Inc"
1,Olde City Financial Inc.
1,"Online Mortgage Group, LLC"
1,"Oregon Credit & Collections Bureau, Inc."
1,"PATRICK A. CAREY, P.A."
1,PHOENIX EQUITY PARTNERS LLC
1,"PMGI, LLC"
1,"PMT Solutions, LLC."
1,"PROFICIO FINANCIAL SERVICES, LLC"
1,"Pacific Mortgage Advisors, Inc."
1,"Pacific National Lending, Inc."
1,"Pacific Residential Mortgage, LLC"
1,Pacor Mortgage Corp.
1,"Palisades Capital, LLC"
1,Palisades Funding Corporation
1,Pangaea International Receivable Services Inc.
1,"Panteris & Panteris, LLP"
1,"Paragon Home Loans, Inc"
1,"Paramount Capital Group, Inc."
1,"Paris and Paris, LLP"
1,Park View Credit
1,Pay-O-Matic
1,"Payday Loan, LLC (CA)"
1,"Peak Acceptance, LLC."
1,"Pennsylvania Auto Credit, Inc."
1,Persian Acceptance Corp
1,"Pinebrook Holdings, LLC"
1,"Pluese, Becker & Saltzman, LLC"
1,"Pohler and Associates, LLC"
1,Polaris Home Funding Corp
1,Poole Mahoney PC
1,"Preferred Capital Funding of Illinois, LLC"
1,Premier Advanced Financial Corp II
1,"Premier Auto Sales, Inc."
1,"Premier Home Mortgage, Inc."
1,"Presto Auto Loans, Inc."
1,Preston Clark & Quinn
1,Priority Financial Services
1,Priority Funding LLC
1,"Priority Home Mortgage, LP"
1,"Prizm Financial Company, LLC"
1,"ProHealth Care, Inc"
1,Procollect Services LLC
1,Prodigy Mortgage Corp
1,Professional Receivable Solutions
1,"Professional Recovery of Longmont, Inc."
1,"Professional Services of NY, Ltd."
1,"Qualey Law Group, Inc."
1,"Quality Title, Inc."
1,Quantum Accounts Receivable Management Services Inc.
1,"Quick Bridge Funding, LLC"
1,R.C. Temme Corporation
1,RCS Recovery Services Corp.
1,"RD Fuller Company, LLC"
1,"RHF Commercial Capital, LLC"
1,ROBERT TIMMS AND ASSOCIATES INC.
1,RPT Recovery Authority LLC
1,"Radiant Title, LLC"
1,"Rapid Collection Systems, Inc."
1,Rapid Mortgage
1,Rapture Technology
1,Ray Skillman Ford Inc
1,"Raymond James Bank, N. A."
1,"Real Property Business Services, Inc."
1,Receivable Recovery Partners LLC
1,Red Rock Mortgage & Lending LLC
1,Redwood Mortgage Investors
1,"Reliable Auto Finance, Inc."
1,"Rescue 1 Financial, LLC"
1,Resource Pro
1,"Retailers' Credit Association of Grass Valley, Inc."
1,Richard A. Weidel Corporation
1,Richard H. Kream
1,"Richard P. Joblove, P.A."
1,"Richland Holdings, Inc."
1,"Right Start Mortgage, Inc."
1,"River City Finance Co., Inc."
1,Rno Partners Limited
1,"Roach & Murtha, P.C."
1,"Robert P. Tomasso Mortgage Company, Inc"
1,"Rocky Mountain Service Bureau, Inc"
1,"Romain Automotive, LLC"
1,"Rosen & McCarthy, LLP."
1,Rosen Management Services Inc.
1,Roycroft Management
1,S.B.S. Trust Deed Network
1,"SB Holdings, Inc."
1,SI Mortgage Comapny Co.
1,SVI Group Inc.
1,Sands Recovery Group
1,Scenic Oaks Funding
1,"Schiller & Adam, P.A."
1,"Schiller & Knapp, LLP"
1,"Seashine Financial, LLC"
1,Secure Lending Incorporated
1,"Secured Resolutions, LLC"
1,"Segan, Mason & Mason, P.C."
1,"Select Financial Services, Inc."
1,"Semper Home Loans, Inc."
1,Sente Mortgage
1,Sentry Abstract Co.
1,"Service Investment Company, Inc."
1,Seth L. Goldner PC
1,Sher & Shabsin PC
1,"Sibcy Cline Mortgage Services, Inc."
1,Sierra Credit Corp
1,Silver Cloud Financial
1,Sir Finance Corp
1,"Skrill USA, Inc."
1,Smart Auto Leasing
1,Smith & Smith Investors LTD
1,"Smith, Gardner, Slusk, Lazer, Pohren & Rogers, LLP"
1,Sonali Exchange Co. Inc
1,"Sonnenschein Financial Services, Inc."
1,South East Collection Specialist
1,South Exchange Inc
1,South West Recovery Inc (CA)
1,Southeastern Mortgage Corporation
1,"Special Financing Company, LLC"
1,"SpeedyCash, Inc."
1,"Spero Solutions, Inc."
1,Spiriter LLC
1,Springstone Financial LLC
1,St. James Mortgage
1,"Standard Pacific Mortgage, Inc."
1,State Finance Company
1,"Stein, Wiener & Roth, LLP"
1,Sterling Home Loans Inc
1,Stern & Stern. P.C.
1,Steward Financial Services LLC
1,Stewart Information Services Corporation
1,Strategic Dealer Services
1,"Strategic Information Resources, Inc."
1,"Summit Collection Services, Inc."
1,Sunlan Corporation
1,Sure Recovery Service LLC
1,"Swartz & Brough, Inc"
1,"T & O Recoveries, LLC"
1,T. J. Financial Inc.
1,TCAR Inc
1,TH Professional & Medical Collections LTD
1,"THE JUDGE LAW FIRM, A LAW CORPORATION"
1,"TJC Mortgage, Inc."
1,"TLP Mortgage Advisors, LLC"
1,"TRICO FINANCIAL SERVICES, LLC"
1,"TSG Collections, LLC"
1,Tecco Systems
1,Tesani Management Inc
1,"TexCap Financial, LLC"
1,The AAA Company
1,"The Anderson Financial Group, Inc."
1,The Cherrington Firm PLLC
1,"The Chusid Law Firm, LLC"
1,The Cooper Health System
1,"The Genesis Group, Inc."
1,"The Grimes Legal Group, LLC"
1,"The Law Offices of Burr & Reid, LLP"
1,"The Law Offices of Gregory Alexandrides, LLC"
1,The Lending Company
1,The Loan Tree Corp
1,"The Student Loan Project, Inc."
1,"The Westmoore Group, LLC"
1,"Thomas & Thomas Attorneys and Counselors at Law, LLC"
1,"Thomas Law Firm, P.C."
1,Thompson Steinberg
1,Thrift Investment Corp.
1,Tidalwave Finance Corporation
1,"Timothy C. Runyan, P.C."
1,Trinity Credit Services
1,Trinity Reverse Mortgage
1,"Tritium Card Services, Inc."
1,Turner Acceptance Corp.
1,"U.S. Auto Sales, Inc."
1,"UNIFOUR FINANCIAL SERVICES, LLC"
1,"Udren Law Offices, P.C."
1,Unified Retrieval Solutions llc
1,Unifirst Mortgage Corporation
1,Union Credit Corporation
1,United Credit Service Inc
1,"United Mortgage Resolution, LLC"
1,"Upstate Collection Center, Inc."
1,"Urban Settlement Services, LLC"
1,Utah System of Higher Education
1,"VALLEY CREDIT SERVICES, INC. (WI)"
1,Valley Estates Escrow
1,Valmar Holdings
1,Value Auto Mart Inc.
1,"Vanderpool, Frostick & Nishanian, P.C."
1,"Vanderwey Investments, LLC"
1,Vehicle Acceptance Corporation
1,Venanzi Law Office
1,Vericheck
1,"Veros Credit, LLC"
1,"Vertical Capital Asset Management, LLC"
1,"Victorian Finance, LLC"
1,Vista Mortgage Corporation
1,"Vonda J. Dunn, P.C."
1,"W. M. BEVCO, INC."
1,WCDA Wyoming Community Development Authority
1,WCS Funding Group
1,"Warlick, Stebbins, Murray & Chew, LLP"
1,Weiss Spicer Cash PLLC
1,"Welts, White & Fontaine, P.C."
1,West Virginia Housing Development Fund (WVHDF)
1,"Western Collection Bureau, Inc."
1,Western Mortgage Services
1,"Westside Recovery Services, LLC"
1,"Wetherington Hamilton, P.A."
1,Wexford & James LLC
1,"Wheel City Motors East, Inc."
1,"Whipple Law, P.A."
1,"William A. Hecht, P.C."
1,"William D. Meeker Enterprises, Inc."
1,Windermere Mortgage Services Series LLC
1,Wisconsin Housing & Economic Development Authority (WHEDA)
1,"World Wide Land Transfer, Inc."
1,"World Wide Pay Day Advance, Inc"
1,Zeidmanâs Jewelry & Loan of Michigan
1,eCon Credit LP
1,"iQuantified Management Services, LLC"
